0.118,0
0.121,-0.037
0.115,-0.018
0.124,-0.002
0.14,-0.025
0.12,-0.031
0.123,-0.01
0.121,-0.035
0.121,-0.039
0.121,-0.032
0.12,-0.011
0.112,-0.026
0.12,-0.017
0.12,-0.002
0.11,-0.014
0.108,-0.023
0.115,-0.01
0.105,-0.003
0.116,-0.009
0.111,-0.029
0.117,-0.013
0.112,-0.025
0.114,-0.013
0.11,-0.032
0.112,-0.028
0.105,-0.028
0.123,-0.016
0.118,-0.009
0.113,-0.025
0.107,-0.038
0.108,-0.01
0.114,-0.038
0.119,-0.02
0.113,-0.002
0.109,-0.021
