-0.368,0.028
-0.311,0.115
-0.295,0.149
-0.28,0.03
-0.277,0.114
-0.272,0.213
-0.269,0.073
-0.252,0.089
-0.24,0.12
-0.239,0.109
-0.23,0.034
-0.221,0.093
-0.164,-0.015
-0.098,0.144
-0.087,0.142
-0.023,0.063
-0.007,0.152
-0.006,0.148
0.011,0.128
0.015,0.04
0.045,0.339
0.094,-0.002
0.095,-0.025
0.113,0.362
0.152,0.077
0.168,0.009
0.171,0.15
0.224,0.439
0.241,0.042
0.32,0.265
0.348,0.032
0.367,0.169
0.42,0.075
0.5,0.102
0.87,0.116
